#E_pot E_kin E_opt Temperature
126.006 365.519 181.132 730.503
126.299 365.819 181.633 731.105
126.276 366.327 182.133 732.119
128.069 365.07 182.633 729.608
126.912 366.827 183.134 733.118
127.84 366.353 183.634 732.171
128.332 366.382 184.134 732.229
129.052 366.145 184.635 731.755
128.801 366.912 185.135 733.288
131.112 365.268 185.636 730.002
130.807 366.072 186.136 731.61
128.966 368.461 186.636 736.383
129.276 368.647 187.137 736.755
127.605 370.754 187.637 740.967
128.747 370.141 188.137 739.742
127.346 372.066 188.638 743.589
128.604 371.391 189.138 742.24
127.606 372.86 189.639 745.175
128.526 372.413 190.139 744.283
131.615 369.919 190.639 739.297
129.985 371.987 191.14 743.432
130.047 372.442 191.64 744.34
129.927 373.032 192.14 745.52
130.427 373.063 192.641 745.582
131.053 372.963 193.141 745.382
132.426 372.053 193.641 743.562
133.675 371.4 194.142 742.258
133.09 372.462 194.642 744.38
134.961 371.11 195.143 741.678
133.852 372.796 195.643 745.048
134.223 372.903 196.143 745.262
135.34 372.295 196.644 744.046
135.177 372.921 197.144 745.297
135.321 373.144 197.644 745.742
136.093 372.975 198.145 745.405
135.568 373.953 198.645 747.359
137.67 372.301 199.145 744.059
137.649 372.743 199.646 744.941
139.147 371.847 200.146 743.151
139.133 372.426 200.647 744.309
138.011 374.045 201.147 747.544
140.23 372.378 201.647 744.212
138.201 374.831 202.148 749.115
141.116 372.433 202.648 744.323
140.15 373.948 203.148 747.351
139.127 375.391 203.649 750.233
141.56 373.504 204.149 746.463
143.182 372.409 204.649 744.274
143.142 372.909 205.15 745.273
142.497 374.032 205.65 747.517
142.755 374.372 206.151 748.196
143.277 374.419 206.651 748.292
144.06 374.163 207.151 747.779
143.914 374.862 207.652 749.176
146.281 373.022 208.152 745.5
145.704 374.038 208.652 747.53
145.317 374.936 209.153 749.323
147.698 373.019 209.653 745.492
148.78 372.43 210.153 744.316
148.854 372.948 210.654 745.351
148.886 373.459 211.154 746.372
150.058 372.859 211.655 745.174
151.928 371.527 212.155 742.51
154.071 369.943 212.655 739.345
153.08 371.432 213.156 742.321
151.57 373.509 213.656 746.472
154.698 370.957 214.156 741.373
152.639 373.391 214.657 746.237
152.573 374.003 215.157 747.46
152.51 374.585 215.658 748.623
154.941 372.668 216.158 744.791
155.574 372.517 216.658 744.491
156.004 372.662 217.159 744.779
156.833 372.388 217.659 744.233
157.898 371.937 218.159 743.331
157.045 373.278 218.66 746.01
158.263 372.638 219.16 744.732
160.188 371.223 219.66 741.904
158.423 373.48 220.161 746.414
161.124 371.386 220.661 742.23
160.231 372.708 221.162 744.872
160.747 372.714 221.662 744.883
159.541 374.4 222.162 748.253
159.713 374.753 222.663 748.958
161.504 373.507 223.163 746.469
161.271 374.309 223.663 748.071
160.51 375.586 224.164 750.624
160.815 375.864 224.664 751.179
160.451 376.724 225.164 752.898
160.097 377.68 225.665 754.807
160.009 378.29 226.165 756.027
159.498 379.223 226.666 757.891
161.381 377.923 227.166 755.294
165.447 374.426 227.666 748.304
163.306 377.06 228.167 753.569
163.932 376.962 228.667 753.373
165.669 375.761 229.167 750.974
167.609 374.398 229.668 748.249
167.646 374.849 230.168 749.149
167.969 374.982 230.668 749.417
163.806 379.667 231.169 758.78
166.911 377.076 231.669 753.601
167.547 377.072 232.17 753.594
167.087 378.042 232.67 755.532
167.795 377.903 233.17 755.254
169.055 377.151 233.671 753.751
172.986 373.764 234.171 746.982
171.287 375.951 234.671 751.353
172.83 374.924 235.172 749.301
173.214 375.039 235.672 749.53
173.693 375.06 236.172 749.573
173.904 375.363 236.673 750.177
174.539 375.271 237.173 749.993
173.031 377.259 237.674 753.968
171.412 379.396 238.174 758.238
173.177 378.186 238.674 755.819
172.811 379.039 239.175 757.524
173.478 378.93 239.675 757.307
175.606 377.499 240.175 754.446
176.746 376.948 240.676 753.346
176.511 377.517 241.176 754.483
179.17 375.421 241.677 750.293
178.148 376.887 242.177 753.223
179.835 375.798 242.677 751.048
177.823 378.42 243.178 756.287
176.491 380.192 243.678 759.83
179.778 377.522 244.178 754.493
181.868 375.899 244.679 751.248
179.782 378.488 245.179 756.423
181.858 377.007 245.679 753.464
181.171 378.242 246.18 755.932
181.536 378.308 246.68 756.064
181.583 378.781 247.181 757.009
182.783 378.024 247.681 755.496
183.671 377.656 248.181 754.761
183.281 378.528 248.682 756.504
185.507 376.937 249.182 753.324
184.237 378.657 249.682 756.761
185.664 377.759 250.183 754.966
188.23 375.795 250.683 751.041
187.185 377.331 251.183 754.111
186.269 378.758 251.684 756.963
187.297 378.322 252.184 756.09
187.508 378.583 252.685 756.614
188.016 378.589 253.185 756.624
188.195 378.961 253.685 757.367
188.784 378.902 254.186 757.25
190.634 377.546 254.686 754.54
192.217 376.589 255.186 752.627
190.918 378.388 255.687 756.224
192.692 377.155 256.187 753.758
195.326 375.074 256.687 749.601
195.201 375.63 257.188 750.711
195.929 375.477 257.688 750.405
195.883 375.986 258.189 751.423
198.09 374.328 258.689 748.109
197.293 375.59 259.189 750.631
200.583 372.861 259.69 745.177
197.556 376.287 260.19 752.024
197.493 376.892 260.69 753.233
197.805 377.032 261.191 753.514
198.466 376.858 261.691 753.166
200.244 375.563 262.191 750.577
200.961 375.339 262.692 750.131
200.092 376.704 263.192 752.857
201.827 375.513 263.693 750.477
202.691 375.088 264.193 749.627
203.732 374.6 264.693 748.652
203.245 375.61 265.194 750.671
203.41 375.874 265.694 751.198
201.845 378.001 266.194 755.449
202.4 377.971 266.695 755.39
203.203 377.707 267.195 754.862
200.454 381.001 267.696 761.445
202.859 379.113 268.196 757.673
204.579 377.817 268.696 755.083
207.497 375.511 269.197 750.473
205.706 377.823 269.697 755.095
205.05 379.096 270.197 757.638
203.402 381.214 270.698 761.871
203.017 382.049 271.198 763.539
204.048 381.476 271.698 762.394
204.485 381.482 272.199 762.406
204.303 382.26 272.699 763.961
205.445 381.616 273.2 762.675
206.015 381.659 273.7 762.761
204.509 383.516 274.2 766.472
204.94 383.688 274.701 766.816
204.074 385.023 275.201 769.483
208.812 380.771 275.701 760.986
210.503 379.612 276.202 758.67
207.591 383.049 276.702 765.539
208.098 383.062 277.202 765.564
208.325 383.352 277.703 766.145
208.298 383.884 278.203 767.208
207.379 385.323 278.704 770.084
208.69 384.539 279.204 768.516
209.154 384.611 279.704 768.66
209.343 384.931 280.205 769.3
211.946 382.903 280.705 765.247
212.884 382.501 281.205 764.443
212.869 383.027 281.706 765.495
213.383 383.179 282.206 765.798
211.485 385.515 282.706 770.467
212.529 384.96 283.207 769.357
211.225 386.769 283.707 772.974
211.724 386.792 284.208 773.018
212.987 386.051 284.708 771.539
219.567 380.041 285.208 759.526
221.486 378.56 285.709 756.568
222.01 378.638 286.209 756.723
220.784 380.459 286.709 760.362
220.632 381.039 287.21 761.521
220.898 381.388 287.71 762.218
218.343 384.367 288.211 768.172
217.675 385.544 288.711 770.525
216.159 387.636 289.211 774.705
219.427 384.873 289.712 769.185
221.083 383.769 290.212 766.978
218.523 386.734 290.712 772.904
220.299 385.631 291.213 770.699
219.512 386.841 291.713 773.116
220.909 385.996 292.213 771.427
219.517 387.988 292.714 775.41
222.867 385.162 293.214 769.761
221.973 386.6 293.715 772.634
220.687 388.426 294.215 776.285
223.4 386.169 294.715 771.774
222.763 387.257 295.216 773.948
223.808 386.682 295.716 772.8
221.9 389.061 296.216 777.553
224.916 386.625 296.717 772.685
223.73 388.295 297.217 776.024
222.787 389.76 297.717 778.95
225.967 387.12 298.218 773.674
228.731 384.845 298.718 769.128
229.341 384.724 299.219 768.886
230.018 384.463 299.719 768.365
228.166 386.768 300.219 772.971
226.864 388.543 300.72 776.519
230.038 385.838 301.22 771.113
227.812 388.497 301.72 776.426
231.911 385.082 302.221 769.601
232.953 384.486 302.721 768.411
234.316 383.692 303.221 766.824
234.775 383.837 303.722 767.113
232.438 386.573 304.222 772.582
233.723 385.878 304.723 771.193
232.464 387.533 305.223 774.5
231.118 389.411 305.723 778.253
233.95 387.148 306.224 773.73
235.645 386.09 306.724 771.615
235.378 386.902 307.224 773.239
235.523 387.262 307.725 773.959
235.725 387.713 308.225 774.86
238.136 385.817 308.725 771.07
238.023 386.516 309.226 772.467
238.832 386.213 309.726 771.861
237.637 387.859 310.227 775.151
237.43 388.635 310.727 776.703
238.869 387.667 311.227 774.767
240.301 386.754 311.728 772.943
237.167 390.251 312.228 779.932
236.403 391.526 312.728 782.481
235.254 393.179 313.229 785.784
237.395 391.614 313.729 782.657
240.223 389.366 314.23 778.164
236.226 393.77 314.73 786.965
236.741 393.705 315.23 786.835
239.588 391.336 315.731 782.1
240.937 390.552 316.231 780.533
243.612 388.411 316.731 776.254
244.114 388.532 317.232 776.496
242.085 390.998 317.732 781.424
242.699 390.879 318.232 781.186
248.015 386.079 318.733 771.593
247.639 386.904 319.233 773.243
247.526 387.502 319.734 774.439
246.756 388.678 320.234 776.788
247.007 388.937 320.734 777.306
247.237 389.136 321.235 777.703
243.726 393.175 321.735 785.776
242.872 394.618 322.235 788.66
245.727 392.318 322.736 784.064
246.507 392.016 323.236 783.459
246.849 392.058 323.736 783.544
246.582 392.877 324.237 785.181
247.771 392.176 324.737 783.779
249.939 390.471 325.238 780.372
247.904 392.969 325.738 785.364
251.589 389.806 326.238 779.043
252.301 389.554 326.739 778.539
254.128 388.343 327.239 776.118
257.856 385.156 327.739 769.749
255.78 387.779 328.24 774.991
254.067 389.906 328.74 779.243
255.171 389.354 329.24 778.139
253.563 391.405 329.741 782.238
256.751 388.792 330.241 777.016
254.531 391.444 330.742 782.315
255.538 390.995 331.242 781.419
255.723 391.375 331.742 782.179
258.838 388.779 332.243 776.991
260.09 387.969 332.743 775.372
